"run" , "tick" , "Count_U" , "Count_LS" , "Count_LR" , "Count_AS" , "Count_AR"
1 , 1.0 , 21.0 , 3.0 , 0.0 , 0.0 , 1.0
1 , 1441.0 , 21.0 , 3.0 , 0.0 , 0.0 , 1.0
1 , 2881.0 , 21.0 , 3.0 , 0.0 , 0.0 , 1.0
1 , 4321.0 , 21.0 , 3.0 , 0.0 , 0.0 , 1.0
1 , 5761.0 , 21.0 , 3.0 , 0.0 , 0.0 , 1.0
1 , 7201.0 , 21.0 , 3.0 , 0.0 , 0.0 , 1.0
1 , 8641.0 , 21.0 , 3.0 , 0.0 , 0.0 , 1.0
1 , 10081.0 , 21.0 , 3.0 , 0.0 , 0.0 , 1.0
1 , 11521.0 , 21.0 , 3.0 , 0.0 , 0.0 , 1.0
1 , 12961.0 , 21.0 , 3.0 , 0.0 , 0.0 , 1.0
1 , 14400.0 , 21.0 , 3.0 , 0.0 , 0.0 , 1.0
