"run" , "tick" , "Count_U" , "Count_LS" , "Count_LR" , "Count_AS" , "Count_AR"
1 , 1.0 , 79.0 , 16.0 , 0.0 , 5.0 , 0.0
1 , 1441.0 , 79.0 , 16.0 , 0.0 , 5.0 , 0.0
1 , 2881.0 , 79.0 , 16.0 , 0.0 , 4.0 , 1.0
1 , 4321.0 , 79.0 , 16.0 , 0.0 , 4.0 , 1.0
1 , 5761.0 , 79.0 , 16.0 , 0.0 , 3.0 , 2.0
1 , 7201.0 , 79.0 , 16.0 , 0.0 , 3.0 , 2.0
1 , 8641.0 , 79.0 , 16.0 , 0.0 , 3.0 , 2.0
1 , 10081.0 , 79.0 , 16.0 , 0.0 , 3.0 , 2.0
1 , 11521.0 , 78.0 , 17.0 , 0.0 , 3.0 , 2.0
1 , 12961.0 , 78.0 , 17.0 , 0.0 , 2.0 , 3.0
1 , 14401.0 , 78.0 , 17.0 , 0.0 , 2.0 , 3.0
1 , 15841.0 , 78.0 , 17.0 , 0.0 , 2.0 , 3.0
1 , 17281.0 , 78.0 , 17.0 , 0.0 , 2.0 , 3.0
1 , 18721.0 , 78.0 , 17.0 , 0.0 , 2.0 , 3.0
1 , 20161.0 , 78.0 , 17.0 , 0.0 , 2.0 , 3.0
1 , 21601.0 , 78.0 , 17.0 , 0.0 , 2.0 , 3.0
1 , 23041.0 , 78.0 , 17.0 , 0.0 , 2.0 , 3.0
1 , 24481.0 , 77.0 , 17.0 , 1.0 , 2.0 , 3.0
1 , 25921.0 , 77.0 , 17.0 , 1.0 , 2.0 , 3.0
1 , 27361.0 , 77.0 , 17.0 , 1.0 , 2.0 , 3.0
1 , 28801.0 , 77.0 , 17.0 , 1.0 , 2.0 , 3.0
1 , 30241.0 , 77.0 , 17.0 , 1.0 , 2.0 , 3.0
1 , 31681.0 , 77.0 , 17.0 , 1.0 , 2.0 , 3.0
1 , 33121.0 , 76.0 , 18.0 , 1.0 , 2.0 , 3.0
1 , 34561.0 , 76.0 , 18.0 , 1.0 , 2.0 , 3.0
1 , 36001.0 , 76.0 , 18.0 , 1.0 , 2.0 , 3.0
1 , 37441.0 , 76.0 , 18.0 , 1.0 , 1.0 , 4.0
1 , 38881.0 , 76.0 , 18.0 , 1.0 , 1.0 , 4.0
1 , 40321.0 , 76.0 , 18.0 , 1.0 , 1.0 , 4.0
1 , 41761.0 , 75.0 , 18.0 , 2.0 , 1.0 , 4.0
1 , 43201.0 , 75.0 , 18.0 , 2.0 , 1.0 , 4.0
1 , 44641.0 , 75.0 , 18.0 , 2.0 , 1.0 , 4.0
1 , 46081.0 , 75.0 , 18.0 , 2.0 , 1.0 , 4.0
1 , 47521.0 , 75.0 , 18.0 , 2.0 , 1.0 , 4.0
1 , 48961.0 , 74.0 , 18.0 , 3.0 , 1.0 , 4.0
1 , 50401.0 , 74.0 , 18.0 , 3.0 , 1.0 , 4.0
1 , 51841.0 , 74.0 , 18.0 , 3.0 , 1.0 , 4.0
1 , 53281.0 , 73.0 , 19.0 , 3.0 , 1.0 , 4.0
1 , 54721.0 , 73.0 , 19.0 , 3.0 , 1.0 , 4.0
1 , 56161.0 , 73.0 , 19.0 , 3.0 , 1.0 , 4.0
1 , 57601.0 , 71.0 , 21.0 , 3.0 , 1.0 , 4.0
1 , 59041.0 , 71.0 , 21.0 , 3.0 , 1.0 , 4.0
1 , 60481.0 , 71.0 , 21.0 , 3.0 , 1.0 , 4.0
1 , 61921.0 , 71.0 , 21.0 , 3.0 , 1.0 , 4.0
1 , 63361.0 , 71.0 , 21.0 , 3.0 , 1.0 , 4.0
1 , 64801.0 , 71.0 , 21.0 , 3.0 , 1.0 , 4.0
1 , 66241.0 , 71.0 , 21.0 , 3.0 , 1.0 , 4.0
1 , 67681.0 , 71.0 , 21.0 , 3.0 , 1.0 , 4.0
1 , 69121.0 , 71.0 , 21.0 , 3.0 , 1.0 , 4.0
1 , 70561.0 , 71.0 , 21.0 , 3.0 , 1.0 , 4.0
1 , 72001.0 , 71.0 , 21.0 , 3.0 , 1.0 , 4.0
1 , 73441.0 , 71.0 , 21.0 , 3.0 , 1.0 , 4.0
1 , 74881.0 , 71.0 , 21.0 , 3.0 , 1.0 , 4.0
1 , 76321.0 , 71.0 , 21.0 , 3.0 , 1.0 , 4.0
1 , 77761.0 , 71.0 , 21.0 , 3.0 , 1.0 , 4.0
1 , 79201.0 , 71.0 , 21.0 , 3.0 , 1.0 , 4.0
1 , 80641.0 , 70.0 , 21.0 , 4.0 , 1.0 , 4.0
1 , 82081.0 , 70.0 , 21.0 , 4.0 , 1.0 , 4.0
1 , 83521.0 , 70.0 , 21.0 , 4.0 , 1.0 , 4.0
1 , 84961.0 , 70.0 , 21.0 , 4.0 , 1.0 , 4.0
1 , 86401.0 , 70.0 , 21.0 , 4.0 , 1.0 , 4.0
1 , 87841.0 , 70.0 , 21.0 , 4.0 , 1.0 , 4.0
1 , 89281.0 , 70.0 , 21.0 , 4.0 , 1.0 , 4.0
1 , 90721.0 , 70.0 , 21.0 , 4.0 , 1.0 , 4.0
1 , 92161.0 , 70.0 , 21.0 , 4.0 , 1.0 , 4.0
1 , 93601.0 , 70.0 , 21.0 , 4.0 , 1.0 , 4.0
1 , 95041.0 , 70.0 , 21.0 , 4.0 , 1.0 , 4.0
1 , 96481.0 , 70.0 , 21.0 , 4.0 , 1.0 , 4.0
1 , 97921.0 , 70.0 , 21.0 , 4.0 , 1.0 , 4.0
1 , 99361.0 , 70.0 , 21.0 , 4.0 , 1.0 , 4.0
1 , 100801.0 , 70.0 , 21.0 , 4.0 , 1.0 , 4.0
1 , 102241.0 , 70.0 , 21.0 , 4.0 , 1.0 , 4.0
1 , 103681.0 , 70.0 , 21.0 , 4.0 , 1.0 , 4.0
1 , 105121.0 , 70.0 , 21.0 , 4.0 , 1.0 , 4.0
1 , 106561.0 , 69.0 , 21.0 , 5.0 , 1.0 , 4.0
1 , 108001.0 , 69.0 , 21.0 , 5.0 , 1.0 , 4.0
1 , 109441.0 , 69.0 , 20.0 , 5.0 , 2.0 , 4.0
1 , 110881.0 , 69.0 , 19.0 , 5.0 , 3.0 , 4.0
1 , 112321.0 , 69.0 , 19.0 , 5.0 , 3.0 , 4.0
1 , 113761.0 , 69.0 , 19.0 , 5.0 , 3.0 , 4.0
1 , 115201.0 , 69.0 , 19.0 , 5.0 , 2.0 , 5.0
1 , 116641.0 , 69.0 , 19.0 , 5.0 , 2.0 , 5.0
